Spectra of the displacement (only positive half of the frequency range, not doubled in amplitude) 
Units as in the International System of Units (Hz, m, m/s, m/s^2) 
Time = 2012_11_12_11_15_04 - R= 0.63765 - M= 1.8 - Station =  INSH  - Channel = 1 
-------------------- 
f 	 Re 	 Im 	 Abs 
  2.4621907e+00 -7.2794504e-07 -9.5661209e-08  7.3420368e-07
  2.4703436e+00 -1.1648983e-06 -2.1405861e-07  1.1844024e-06
  2.4784966e+00 -1.4086582e-06  2.6418243e-07  1.4332168e-06
  2.4866495e+00 -1.8104582e-06  2.6464933e-07  1.8296990e-06
  2.4948025e+00 -1.9778874e-06  1.0720314e-06  2.2497310e-06
  2.5029554e+00 -1.7368697e-06  1.9371632e-06  2.6017912e-06
  2.5111084e+00 -1.3535978e-06  2.3188815e-06  2.6850397e-06
  2.5192613e+00 -7.4695955e-07  2.8789939e-06  2.9743158e-06
  2.5274143e+00  2.2602915e-07  3.0709874e-06  3.0792942e-06
  2.5355672e+00  8.8672904e-07  2.6067894e-06  2.7534777e-06
  2.5437202e+00  1.4474828e-06  2.6303749e-06  3.0023455e-06
  2.5518731e+00  2.2428880e-06  1.9882595e-06  2.9972858e-06
  2.5600261e+00  2.8975476e-06  8.4105659e-07  3.0171441e-06
  2.5681790e+00  2.7916007e-06  3.1956018e-08  2.7917836e-06
  2.5763320e+00  2.1559758e-06 -3.8432231e-07  2.1899624e-06
  2.5844849e+00  2.5980067e-06 -6.5723759e-07  2.6798507e-06
  2.5926379e+00  2.5691178e-06 -1.3490664e-06  2.9017833e-06
  2.6007908e+00  2.0602399e-06 -2.3116611e-06  3.0965086e-06
  2.6089438e+00  1.4530824e-06 -2.4080980e-06  2.8125406e-06
  2.6170967e+00  7.1611166e-07 -2.7563360e-06  2.8478420e-06
  2.6252497e+00 -2.1046037e-07 -2.7202187e-06  2.7283481e-06
  2.6334026e+00 -4.0817631e-07 -1.9931915e-06  2.0345566e-06
  2.6415556e+00 -5.9501401e-07 -1.7246077e-06  1.8243665e-06
  2.6497085e+00 -7.4067000e-07 -2.1733775e-06  2.2961189e-06
  2.6578615e+00 -1.3399923e-06 -1.9630793e-06  2.3768171e-06
